school,minority,sex,ses,mathach,meanses,size,sector
2526,No,Female,0.262,16.602,0.333,572,Catholic
2526,No,Female,0.512,22.387,0.333,572,Catholic
2526,No,Female,0.202,9.628,0.333,572,Catholic
2526,No,Female,0.552,14.569,0.333,572,Catholic
2526,No,Female,0.352,22.381,0.333,572,Catholic
2526,No,Female,-0.258,17.491,0.333,572,Catholic
2526,No,Female,-0.428,20.592,0.333,572,Catholic
2526,No,Female,1.262,11.739,0.333,572,Catholic
2526,No,Female,-1.168,19.698,0.333,572,Catholic
2526,No,Female,-0.408,15.184,0.333,572,Catholic
2526,No,Female,0.472,18.236,0.333,572,Catholic
2526,No,Female,0.492,2.81,0.333,572,Catholic
2526,No,Female,1.152,23.59,0.333,572,Catholic
2526,No,Female,0.702,24.247,0.333,572,Catholic
2526,No,Female,0.842,22.039,0.333,572,Catholic
2526,No,Female,0.192,22.541,0.333,572,Catholic
2526,No,Female,0.932,12.738,0.333,572,Catholic
2526,No,Female,0.422,18.77,0.333,572,Catholic
2526,No,Female,0.762,9.843,0.333,572,Catholic
2526,No,Female,0.562,11.436,0.333,572,Catholic
2526,No,Female,0.802,12.841,0.333,572,Catholic
2526,No,Female,1.022,22.354,0.333,572,Catholic
2526,No,Female,-0.228,20.372,0.333,572,Catholic
2526,No,Female,-0.708,7.359,0.333,572,Catholic
2526,Yes,Female,-0.428,21.511,0.333,572,Catholic
2626,No,Female,0.492,11.331,-0.059,2142,Public
2626,No,Male,0.552,18.24,-0.059,2142,Public
2626,No,Female,-0.948,6.624,-0.059,2142,Public
2626,No,Female,-0.428,12.141,-0.059,2142,Public
2626,No,Female,0.112,15.039,-0.059,2142,Public
2626,No,Male,-0.948,14.276,-0.059,2142,Public
2626,No,Male,-0.028,24.993,-0.059,2142,Public
2626,No,Female,0.822,21.004,-0.059,2142,Public
2626,No,Male,-0.128,7.775,-0.059,2142,Public
2626,No,Male,0.772,9.463,-0.059,2142,Public
2626,No,Female,0.062,10.274,-0.059,2142,Public
2626,No,Male,-1.548,17.489,-0.059,2142,Public
2626,No,Female,-0.448,10.35,-0.059,2142,Public
2626,No,Male,-0.168,23.7,-0.059,2142,Public
2626,No,Female,-1.308,-2.544,-0.059,2142,Public
2626,No,Female,-0.138,11.136,-0.059,2142,Public
2626,No,Female,0.312,9.414,-0.059,2142,Public
2626,No,Male,0.702,18.085,-0.059,2142,Public
2626,No,Male,-0.098,15.991,-0.059,2142,Public
2626,No,Male,0.122,10.53,-0.059,2142,Public
2626,No,Male,0.062,11.221,-0.059,2142,Public
2626,No,Male,0.892,24.812,-0.059,2142,Public
2626,No,Female,-0.118,13.897,-0.059,2142,Public
2626,No,Female,-0.688,2.57,-0.059,2142,Public
2626,No,Male,-0.708,10.167,-0.059,2142,Public
2626,No,Female,0.072,15.783,-0.059,2142,Public
2626,No,Female,0.012,15.397,-0.059,2142,Public
2626,No,Female,-0.098,17.411,-0.059,2142,Public
2626,No,Male,0.062,6.759,-0.059,2142,Public
2626,No,Female,-0.258,17.917,-0.059,2142,Public
2626,No,Female,0.402,6.745,-0.059,2142,Public
2626,No,Male,-0.248,15.246,-0.059,2142,Public
2626,No,Female,0.482,7.693,-0.059,2142,Public
2626,No,Male,0.562,18.336,-0.059,2142,Public
2626,No,Male,-0.358,7.089,-0.059,2142,Public
2626,No,Male,-0.428,8.64,-0.059,2142,Public
2626,No,Male,0.062,21.656,-0.059,2142,Public
2626,No,Male,0.072,22.421,-0.059,2142,Public
2629,Yes,Male,0.622,18.301,-0.132,1314,Catholic
2629,No,Male,0.422,16.488,-0.132,1314,Catholic
2629,Yes,Male,0.942,11.437,-0.132,1314,Catholic
2629,Yes,Male,-0.358,19.78,-0.132,1314,Catholic
2629,No,Male,0.132,19.628,-0.132,1314,Catholic
2629,No,Male,-0.118,21.665,-0.132,1314,Catholic
2629,No,Male,-0.688,10.63,-0.132,1314,Catholic
2629,Yes,Male,-0.328,16.231,-0.132,1314,Catholic
2629,No,Male,-0.278,20.891,-0.132,1314,Catholic
2629,No,Male,0.602,2.882,-0.132,1314,Catholic
2629,Yes,Male,-0.028,10.861,-0.132,1314,Catholic
2629,No,Male,-0.768,14.691,-0.132,1314,Catholic
2629,No,Male,-0.418,12.327,-0.132,1314,Catholic
2629,No,Male,0.482,3.599,-0.132,1314,Catholic
2629,Yes,Male,1.212,23.792,-0.132,1314,Catholic
2629,No,Male,0.502,15.18,-0.132,1314,Catholic
2629,Yes,Male,1.302,21.592,-0.132,1314,Catholic
2629,No,Male,-0.148,19.242,-0.132,1314,Catholic
2629,No,Male,-0.138,14.189,-0.132,1314,Catholic
2629,Yes,Male,0.422,12.134,-0.132,1314,Catholic
2629,No,Male,-0.708,13.097,-0.132,1314,Catholic
2629,No,Male,0.352,13.913,-0.132,1314,Catholic
2629,No,Male,-0.148,11.437,-0.132,1314,Catholic
2629,No,Male,-0.318,11.116,-0.132,1314,Catholic
2629,No,Male,-0.768,19.111,-0.132,1314,Catholic
2629,Yes,Male,0.302,9.026,-0.132,1314,Catholic
2629,No,Male,0.862,11.476,-0.132,1314,Catholic
2629,No,Male,0.422,19.188,-0.132,1314,Catholic
2629,Yes,Male,0.122,22.354,-0.132,1314,Catholic
2629,No,Male,0.892,4.099,-0.132,1314,Catholic
2629,No,Male,-0.998,22.507,-0.132,1314,Catholic
2629,No,Male,-0.738,21.076,-0.132,1314,Catholic
2629,No,Male,0.212,9.696,-0.132,1314,Catholic
2629,No,Male,-0.228,11.684,-0.132,1314,Catholic
2629,No,Male,-1.448,5.547,-0.132,1314,Catholic
2629,No,Male,-0.828,16.089,-0.132,1314,Catholic
2629,No,Male,0.152,22.193,-0.132,1314,Catholic
2629,No,Male,0.242,13.635,-0.132,1314,Catholic
2629,Yes,Male,0.652,16.748,-0.132,1314,Catholic
2629,No,Male,-1.268,14.209,-0.132,1314,Catholic
2629,No,Male,-1.138,19.688,-0.132,1314,Catholic
2629,No,Male,-0.078,18.323,-0.132,1314,Catholic
2629,No,Male,-0.468,11.32,-0.132,1314,Catholic
2629,Yes,Male,0.252,15.967,-0.132,1314,Catholic
2629,No,Male,-0.298,17.776,-0.132,1314,Catholic
2629,No,Male,-0.988,7.213,-0.132,1314,Catholic
2629,No,Male,-0.978,15.864,-0.132,1314,Catholic
2629,No,Male,-0.688,16.306,-0.132,1314,Catholic
2629,No,Male,-1.018,6.611,-0.132,1314,Catholic
2629,No,Male,0.282,14.444,-0.132,1314,Catholic
2629,No,Male,-0.708,14.218,-0.132,1314,Catholic
2629,No,Male,-0.048,10.781,-0.132,1314,Catholic
2629,No,Male,0.042,13.667,-0.132,1314,Catholic
2629,No,Male,1.262,19.931,-0.132,1314,Catholic
2629,No,Male,-1.888,13.217,-0.132,1314,Catholic
2629,No,Male,-0.598,17.705,-0.132,1314,Catholic
2629,No,Male,-0.918,22.971,-0.132,1314,Catholic
2639,Yes,Female,-0.658,10.647,-0.958,2713,Public
2639,Yes,Female,-1.088,4.819,-0.958,2713,Public
2639,Yes,Female,-2.078,3.139,-0.958,2713,Public
2639,Yes,Female,-1.128,5.241,-0.958,2713,Public
2639,Yes,Male,-1.308,17.968,-0.958,2713,Public
2639,Yes,Male,0.172,1.02,-0.958,2713,Public
2639,Yes,Female,-0.178,2.908,-0.958,2713,Public
2639,Yes,Female,-1.178,2.006,-0.958,2713,Public
2639,Yes,Male,-0.128,3.757,-0.958,2713,Public
2639,Yes,Male,-0.558,2.776,-0.958,2713,Public
2639,Yes,Female,-1.348,16.579,-0.958,2713,Public
2639,Yes,Female,-1.318,5.147,-0.958,2713,Public
2639,Yes,Male,-1.218,23.056,-0.958,2713,Public
2639,Yes,Male,-0.478,2.212,-0.958,2713,Public
2639,Yes,Male,-1.108,6.535,-0.958,2713,Public
2639,Yes,Female,-0.898,10.127,-0.958,2713,Public
2639,Yes,Female,-1.738,4.773,-0.958,2713,Public
2639,Yes,Male,-0.628,2.132,-0.958,2713,Public
2639,Yes,Female,-1.368,10.793,-0.958,2713,Public
2639,Yes,Male,-0.368,8.065,-0.958,2713,Public
2639,Yes,Male,-0.748,-1.482,-0.958,2713,Public
2639,Yes,Female,0.302,6.597,-0.958,2713,Public
2639,Yes,Male,-1.098,9.631,-0.958,2713,Public
2639,Yes,Female,-1.788,2.227,-0.958,2713,Public
2639,Yes,Female,0.102,4.676,-0.958,2713,Public
2639,Yes,Female,-0.668,-0.831,-0.958,2713,Public
2639,Yes,Female,-2.128,4.897,-0.958,2713,Public
2639,Yes,Female,-0.888,6.166,-0.958,2713,Public
2639,Yes,Female,-0.948,3.861,-0.958,2713,Public
2639,Yes,Male,-1.448,11.041,-0.958,2713,Public
2639,Yes,Female,-2.018,-1.892,-0.958,2713,Public
2639,Yes,Female,-1.128,2.699,-0.958,2713,Public
2639,Yes,Male,-1.788,13.295,-0.958,2713,Public
2639,Yes,Male,-1.088,-0.763,-0.958,2713,Public
2639,Yes,Female,-0.538,13.807,-0.958,2713,Public
2639,Yes,Male,-1.138,3.089,-0.958,2713,Public
2639,Yes,Male,-0.138,20.618,-0.958,2713,Public
2639,Yes,Male,-1.458,8.978,-0.958,2713,Public
2639,Yes,Female,-1.518,6.208,-0.958,2713,Public
2639,Yes,Female,-1.228,11.076,-0.958,2713,Public
2639,Yes,Female,-0.058,0.42,-0.958,2713,Public
2639,Yes,Male,-0.498,9.832,-0.958,2713,Public
2651,No,Male,-0.448,9.962,0.069,1524,Public
2651,No,Male,-1.088,8.016,0.069,1524,Public
2651,No,Female,0.542,12.146,0.069,1524,Public
2651,No,Female,0.532,20.648,0.069,1524,Public
2651,No,Female,-0.808,9.011,0.069,1524,Public
2651,No,Female,-0.008,12.2,0.069,1524,Public
2651,No,Male,-0.278,16.845,0.069,1524,Public
2651,No,Female,0.592,15.189,0.069,1524,Public
2651,No,Male,0.262,5.889,0.069,1524,Public
2651,No,Male,0.612,7.195,0.069,1524,Public
2651,No,Female,-0.188,4.706,0.069,1524,Public
2651,No,Male,0.072,12.156,0.069,1524,Public
2651,No,Female,0.152,11.076,0.069,1524,Public
2651,No,Male,-0.118,3.992,0.069,1524,Public
2651,No,Male,0.882,17.492,0.069,1524,Public
2651,No,Male,1.422,22.492,0.069,1524,Public
2651,No,Female,0.062,2.255,0.069,1524,Public
2651,No,Male,0.252,6.873,0.069,1524,Public
2651,No,Male,0.042,8.364,0.069,1524,Public
2651,No,Female,0.032,22.245,0.069,1524,Public
2651,No,Male,-0.908,16.992,0.069,1524,Public
2651,No,Male,0.012,23.992,0.069,1524,Public
2651,No,Female,-0.888,8.1,0.069,1524,Public
2651,No,Male,-0.398,14.937,0.069,1524,Public
2651,No,Male,0.142,10.816,0.069,1524,Public
2651,No,Female,-0.528,-1.923,0.069,1524,Public
2651,No,Female,0.162,13.972,0.069,1524,Public
2651,No,Male,0.612,18.038,0.069,1524,Public
2651,No,Male,0.952,21.981,0.069,1524,Public
2651,No,Female,0.522,12.432,0.069,1524,Public
2651,No,Male,0.802,13.055,0.069,1524,Public
2651,No,Female,-0.338,-0.687,0.069,1524,Public
2651,No,Female,-1.768,4.97,0.069,1524,Public
2651,No,Female,-0.008,2.983,0.069,1524,Public
2651,No,Male,0.552,8.997,0.069,1524,Public
2651,No,Male,0.782,20.663,0.069,1524,Public
2651,Yes,Female,0.542,5.678,0.069,1524,Public
2651,Yes,Male,-0.368,-2.544,0.069,1524,Public
2655,Yes,Male,-1.038,15.129,-0.696,2475,Public
2655,Yes,Female,0.032,7.248,-0.696,2475,Public
2655,Yes,Female,-1.498,7.582,-0.696,2475,Public
2655,Yes,Female,-1.178,10.892,-0.696,2475,Public
2655,Yes,Male,-0.078,19.962,-0.696,2475,Public
2655,Yes,Male,-0.858,22.18,-0.696,2475,Public
2655,Yes,Female,-1.198,6.248,-0.696,2475,Public
2655,No,Female,-0.968,5.108,-0.696,2475,Public
2655,Yes,Male,-0.368,4.976,-0.696,2475,Public
2655,Yes,Male,-0.078,13.933,-0.696,2475,Public
2655,No,Female,-0.668,17.89,-0.696,2475,Public
2655,Yes,Female,-0.878,5.999,-0.696,2475,Public
2655,No,Male,-1.008,8.547,-0.696,2475,Public
2655,Yes,Female,-1.308,12.407,-0.696,2475,Public
2655,Yes,Male,-0.548,14.811,-0.696,2475,Public
2655,Yes,Female,-1.308,15.9,-0.696,2475,Public
2655,Yes,Male,-0.858,12.09,-0.696,2475,Public
2655,Yes,Female,-0.338,3.715,-0.696,2475,Public
2655,No,Female,-0.168,21.934,-0.696,2475,Public
2655,Yes,Male,-0.568,16.625,-0.696,2475,Public
2655,Yes,Female,-0.418,12.526,-0.696,2475,Public
2655,Yes,Male,-0.848,4.066,-0.696,2475,Public
2655,Yes,Female,-1.518,14.117,-0.696,2475,Public
2655,Yes,Female,-2.188,3.28,-0.696,2475,Public
2655,Yes,Female,-0.948,20.533,-0.696,2475,Public
2655,Yes,Male,0.242,13.168,-0.696,2475,Public
2655,Yes,Female,-0.808,14.41,-0.696,2475,Public
2655,Yes,Female,-0.708,14.318,-0.696,2475,Public
2655,Yes,Female,-1.818,-1.725,-0.696,2475,Public
2655,Yes,Female,-1.828,-0.625,-0.696,2475,Public
2655,Yes,Female,0.132,14.746,-0.696,2475,Public
2655,Yes,Female,-0.668,16.068,-0.696,2475,Public
2655,No,Female,-0.358,19.514,-0.696,2475,Public
2655,No,Female,-1.608,1.27,-0.696,2475,Public
2655,No,Male,0.442,22.559,-0.696,2475,Public
2655,Yes,Female,0.902,17.231,-0.696,2475,Public
2655,Yes,Male,-0.418,11.087,-0.696,2475,Public
2655,Yes,Male,-1.448,18.557,-0.696,2475,Public
2655,Yes,Male,-0.808,14.52,-0.696,2475,Public
2655,Yes,Female,-0.878,15.01,-0.696,2475,Public
2655,Yes,Male,-0.318,12.504,-0.696,2475,Public
2655,Yes,Female,-0.778,4.541,-0.696,2475,Public
2655,No,Male,-1.208,7.949,-0.696,2475,Public
2655,Yes,Male,-0.748,16.614,-0.696,2475,Public
2655,Yes,Female,-0.678,7.448,-0.696,2475,Public
2655,Yes,Female,-0.558,8.571,-0.696,2475,Public
2655,Yes,Male,-1.288,4.961,-0.696,2475,Public
2655,Yes,Male,-0.208,15.57,-0.696,2475,Public
2655,Yes,Female,-0.548,17.205,-0.696,2475,Public
2655,Yes,Female,0.482,20.854,-0.696,2475,Public
2655,No,Female,0.162,14.665,-0.696,2475,Public
2655,No,Male,-0.368,23.261,-0.696,2475,Public
2658,No,Female,-0.028,7.02,0.444,780,Catholic
2658,No,Male,1.222,11.371,0.444,780,Catholic
2658,No,Female,0.702,9.459,0.444,780,Catholic
2658,No,Female,1.422,12.779,0.444,780,Catholic
2658,No,Female,-0.398,5.368,0.444,780,Catholic
2658,No,Female,0.252,19.28,0.444,780,Catholic
2658,No,Female,0.952,12.86,0.444,780,Catholic
2658,No,Male,0.942,23.447,0.444,780,Catholic
2658,No,Male,-0.528,7.98,0.444,780,Catholic
2658,No,Female,0.462,14.366,0.444,780,Catholic
2658,No,Male,-0.238,12.164,0.444,780,Catholic
2658,No,Female,1.022,16.154,0.444,780,Catholic
2658,No,Female,0.672,13.662,0.444,780,Catholic
2658,No,Male,-0.648,22.388,0.444,780,Catholic
2658,No,Female,-0.408,18.324,0.444,780,Catholic
2658,No,Male,1.512,10.639,0.444,780,Catholic
2658,Yes,Female,-0.258,4.616,0.444,780,Catholic
2658,No,Female,-0.308,13.242,0.444,780,Catholic
2658,No,Male,0.152,15.631,0.444,780,Catholic
2658,No,Male,0.922,13.355,0.444,780,Catholic
2658,Yes,Female,-0.068,18.233,0.444,780,Catholic
2658,No,Female,0.482,22.924,0.444,780,Catholic
2658,Yes,Female,1.102,13.33,0.444,780,Catholic
2658,Yes,Male,1.512,16.226,0.444,780,Catholic
2658,No,Male,0.662,9.418,0.444,780,Catholic
2658,Yes,Female,0.382,3.291,0.444,780,Catholic
2658,No,Male,0.782,12.612,0.444,780,Catholic
2658,No,Male,0.222,16.533,0.444,780,Catholic
2658,No,Female,0.652,16.172,0.444,780,Catholic
2658,No,Female,0.302,16.757,0.444,780,Catholic
2658,No,Male,-0.328,18.079,0.444,780,Catholic
2658,Yes,Female,0.302,13.816,0.444,780,Catholic
2658,Yes,Female,-1.178,-0.929,0.444,780,Catholic
2658,No,Female,-0.568,-0.279,0.444,780,Catholic
2658,No,Female,0.712,18.037,0.444,780,Catholic
2658,No,Female,0.782,18.19,0.444,780,Catholic
2658,No,Male,0.882,13.081,0.444,780,Catholic
2658,No,Male,1.342,11.027,0.444,780,Catholic
2658,Yes,Male,0.692,5.77,0.444,780,Catholic
2658,Yes,Male,0.142,10.72,0.444,780,Catholic
2658,No,Female,0.322,13.466,0.444,780,Catholic
2658,No,Female,0.842,15.498,0.444,780,Catholic
2658,No,Female,0.482,19.082,0.444,780,Catholic
2658,No,Female,0.512,16.587,0.444,780,Catholic
2658,No,Male,1.342,21.081,0.444,780,Catholic
2755,Yes,Male,-0.188,18.264,0.562,270,Catholic
2755,Yes,Male,0.872,9.891,0.562,270,Catholic
2755,No,Male,0.442,13.237,0.562,270,Catholic
2755,No,Male,0.192,23.665,0.562,270,Catholic
2755,Yes,Male,1.182,7.236,0.562,270,Catholic
2755,Yes,Male,-0.248,12.625,0.562,270,Catholic
2755,No,Male,1.072,22.643,0.562,270,Catholic
2755,No,Male,0.602,17.796,0.562,270,Catholic
2755,No,Male,0.662,15.684,0.562,270,Catholic
2755,Yes,Male,0.112,14.642,0.562,270,Catholic
2755,Yes,Male,1.512,23.785,0.562,270,Catholic
2755,Yes,Male,0.882,10.989,0.562,270,Catholic
2755,No,Male,-0.218,7.124,0.562,270,Catholic
2755,No,Male,0.582,20.627,0.562,270,Catholic
2755,Yes,Male,-0.088,9.433,0.562,270,Catholic
2755,No,Male,-0.008,12.083,0.562,270,Catholic
2755,No,Male,0.622,11.374,0.562,270,Catholic
2755,No,Male,-0.218,23.108,0.562,270,Catholic
2755,Yes,Male,-0.468,22.295,0.562,270,Catholic
2755,No,Male,0.602,9.947,0.562,270,Catholic
2755,No,Male,0.052,20.438,0.562,270,Catholic
2755,Yes,Male,-0.168,14.17,0.562,270,Catholic
2755,No,Male,1.142,18.734,0.562,270,Catholic
2755,No,Male,0.932,17.499,0.562,270,Catholic
2755,Yes,Male,0.312,20.124,0.562,270,Catholic
2755,No,Male,1.022,20.3,0.562,270,Catholic
2755,No,Male,0.442,20.929,0.562,270,Catholic
2755,Yes,Male,0.592,5.869,0.562,270,Catholic
2755,No,Male,-0.028,22.428,0.562,270,Catholic
2755,No,Male,1.512,21.614,0.562,270,Catholic
2755,No,Male,0.482,20.021,0.562,270,Catholic
2755,No,Male,1.072,17.117,0.562,270,Catholic
2755,No,Male,0.772,17.988,0.562,270,Catholic
2755,Yes,Male,-1.058,3.111,0.562,270,Catholic
2755,No,Male,1.152,19.737,0.562,270,Catholic
2755,Yes,Male,0.302,20.136,0.562,270,Catholic
2755,No,Male,1.072,21.14,0.562,270,Catholic
2755,Yes,Male,1.512,8.448,0.562,270,Catholic
2755,No,Male,1.262,15.941,0.562,270,Catholic
2755,No,Male,1.082,22.694,0.562,270,Catholic
2755,No,Male,1.312,14.546,0.562,270,Catholic
2755,No,Male,0.302,22.167,0.562,270,Catholic
2755,Yes,Male,1.372,21.738,0.562,270,Catholic
2755,No,Male,-0.828,24.479,0.562,270,Catholic
2755,No,Male,1.302,8.879,0.562,270,Catholic
2755,No,Male,0.622,24.993,0.562,270,Catholic
2755,Yes,Male,0.692,2.708,0.562,270,Catholic
2768,No,Male,0.422,1.467,-0.048,1680,Public
2768,No,Female,-1.958,5.666,-0.048,1680,Public
2768,No,Female,0.362,6.49,-0.048,1680,Public
2768,No,Female,0.282,14.487,-0.048,1680,Public
2768,No,Male,-0.068,19.67,-0.048,1680,Public
2768,No,Female,0.332,10.159,-0.048,1680,Public
2768,No,Female,0.782,17.824,-0.048,1680,Public
2768,No,Female,-1.168,5.853,-0.048,1680,Public
2768,No,Male,-0.378,2.482,-0.048,1680,Public
2768,No,Male,-0.008,20.586,-0.048,1680,Public
2768,Yes,Female,-0.808,3.358,-0.048,1680,Public
2768,No,Male,1.202,17.956,-0.048,1680,Public
2768,No,Female,-0.458,6.012,-0.048,1680,Public
2768,No,Male,-1.378,4.097,-0.048,1680,Public
2768,No,Female,1.362,11.419,-0.048,1680,Public
2768,No,Male,0.082,19.581,-0.048,1680,Public
2768,Yes,Female,-0.478,10.447,-0.048,1680,Public
2768,No,Female,0.082,3.835,-0.048,1680,Public
2768,No,Male,0.112,8.735,-0.048,1680,Public
2768,No,Male,-0.738,24.812,-0.048,1680,Public
2768,No,Male,0.502,2.542,-0.048,1680,Public
2768,No,Male,1.512,22.038,-0.048,1680,Public
2768,No,Male,0.092,12.812,-0.048,1680,Public
2768,No,Male,-1.758,2.531,-0.048,1680,Public
2768,No,Female,0.732,17.314,-0.048,1680,Public
2771,Yes,Male,-0.158,6.629,-0.333,415,Public
2771,No,Male,-1.048,11.07,-0.333,415,Public
2771,No,Male,0.452,10.93,-0.333,415,Public
2771,No,Male,-1.288,6.584,-0.333,415,Public
2771,No,Female,-0.438,9.528,-0.333,415,Public
2771,No,Male,-0.178,6.966,-0.333,415,Public
2771,No,Female,-0.328,17.129,-0.333,415,Public
2771,No,Male,-0.118,12.749,-0.333,415,Public
2771,No,Female,-0.778,13.353,-0.333,415,Public
2771,No,Male,-0.538,23.217,-0.333,415,Public
2771,No,Female,-0.478,18.901,-0.333,415,Public
2771,No,Male,-1.228,10.738,-0.333,415,Public
2771,No,Male,-0.128,11.93,-0.333,415,Public
2771,No,Female,-0.418,10.896,-0.333,415,Public
2771,No,Female,0.132,6.324,-0.333,415,Public
2771,No,Male,0.252,24.993,-0.333,415,Public
2771,No,Male,0.002,6.759,-0.333,415,Public
2771,No,Male,-0.498,4.494,-0.333,415,Public
2771,No,Male,0.302,11.226,-0.333,415,Public
2771,No,Male,-0.788,0.488,-0.333,415,Public
2771,No,Female,-0.048,22.896,-0.333,415,Public
2771,No,Female,0.152,21.657,-0.333,415,Public
2771,No,Female,-0.308,12.176,-0.333,415,Public
2771,No,Female,0.622,21.071,-0.333,415,Public
2771,No,Female,-0.678,-2.832,-0.333,415,Public
2771,No,Female,-0.618,7.558,-0.333,415,Public
2771,No,Female,0.382,18.739,-0.333,415,Public
2771,No,Female,-0.498,5.744,-0.333,415,Public
2771,No,Male,-0.528,7.68,-0.333,415,Public
2771,No,Male,-0.748,14.324,-0.333,415,Public
2771,No,Female,-0.798,8.252,-0.333,415,Public
2771,No,Male,-0.568,18.192,-0.333,415,Public
2771,No,Female,0.032,19.244,-0.333,415,Public
2771,No,Female,0.342,17.634,-0.333,415,Public
2771,No,Male,-0.188,4.988,-0.333,415,Public
2771,No,Male,-1.238,8.923,-0.333,415,Public
2771,No,Female,-1.158,10.187,-0.333,415,Public
2771,No,Female,0.112,9.595,-0.333,415,Public
2771,No,Female,-1.498,6.086,-0.333,415,Public
2771,No,Male,-0.858,22.886,-0.333,415,Public
2771,No,Female,-0.438,1.317,-0.333,415,Public
2771,No,Female,-0.658,14.66,-0.333,415,Public
2771,No,Female,-0.128,17.606,-0.333,415,Public
2771,No,Female,-0.078,13.495,-0.333,415,Public
2771,No,Male,0.222,7.267,-0.333,415,Public
2771,No,Male,0.342,7.952,-0.333,415,Public
2771,No,Male,0.002,14.442,-0.333,415,Public
2771,No,Female,-0.338,10.2,-0.333,415,Public
2771,No,Male,0.302,9.589,-0.333,415,Public
2771,No,Female,-1.098,21.02,-0.333,415,Public
2771,No,Male,-0.768,-0.809,-0.333,415,Public
2771,No,Female,-0.608,8.321,-0.333,415,Public
2771,No,Male,0.312,20.884,-0.333,415,Public
2771,No,Male,0.302,23.623,-0.333,415,Public
2771,No,Female,-0.678,1.955,-0.333,415,Public
2818,No,Female,-0.408,17.432,0.115,760,Public
2818,No,Male,0.572,21.255,0.115,760,Public
2818,No,Female,0.912,16.656,0.115,760,Public
2818,No,Female,0.052,17.465,0.115,760,Public
2818,No,Female,0.382,14.834,0.115,760,Public
2818,No,Female,-0.048,16.251,0.115,760,Public
2818,No,Male,0.002,10.226,0.115,760,Public
2818,No,Male,-0.848,8.355,0.115,760,Public
2818,No,Female,-0.888,5.834,0.115,760,Public
2818,No,Male,-0.058,21.605,0.115,760,Public
2818,No,Male,-0.238,22.483,0.115,760,Public
2818,Yes,Female,0.702,8.127,0.115,760,Public
2818,No,Female,0.692,21.059,0.115,760,Public
2818,No,Female,0.212,5.849,0.115,760,Public
2818,No,Female,0.422,11.555,0.115,760,Public
2818,No,Male,1.022,17.703,0.115,760,Public
2818,No,Male,0.712,13.528,0.115,760,Public
2818,No,Female,0.252,18.498,0.115,760,Public
2818,No,Female,-0.428,12.654,0.115,760,Public
2818,No,Male,-0.358,12.472,0.115,760,Public
2818,No,Male,0.842,8.635,0.115,760,Public
2818,No,Female,0.662,16.931,0.115,760,Public
2818,No,Male,-0.738,19.715,0.115,760,Public
2818,No,Male,-0.188,21.739,0.115,760,Public
2818,No,Male,0.062,11.127,0.115,760,Public
2818,No,Male,0.322,6.522,0.115,760,Public
2818,No,Male,-0.628,10.707,0.115,760,Public
2818,No,Male,1.512,12.557,0.115,760,Public
2818,No,Male,0.902,19.676,0.115,760,Public
2818,No,Female,0.892,16.733,0.115,760,Public
2818,No,Male,0.042,19.715,0.115,760,Public
2818,No,Female,0.582,8.775,0.115,760,Public
2818,No,Female,0.942,21.085,0.115,760,Public
2818,No,Male,-0.838,7.576,0.115,760,Public
2818,No,Female,-0.598,14.698,0.115,760,Public
2818,No,Female,-0.238,7.645,0.115,760,Public
2818,No,Female,0.362,17.883,0.115,760,Public
2818,No,Male,-0.548,2.991,0.115,760,Public
2818,No,Female,-0.888,6.464,0.115,760,Public
2818,No,Male,-0.568,5.608,0.115,760,Public
2818,No,Female,0.272,14.189,0.115,760,Public
2818,No,Female,-0.258,17.847,0.115,760,Public
2917,Yes,Female,-1.868,11.57,-0.792,2194,Public
2917,Yes,Female,0.312,1.536,-0.792,2194,Public
2917,Yes,Male,-0.808,4.925,-0.792,2194,Public
2917,Yes,Male,-0.988,13.57,-0.792,2194,Public
2917,Yes,Female,-0.248,13.604,-0.792,2194,Public
2917,Yes,Female,-0.858,17.634,-0.792,2194,Public
2917,Yes,Male,0.132,-1.423,-0.792,2194,Public
2917,Yes,Female,-0.578,4.064,-0.792,2194,Public
2917,No,Female,0.102,21.499,-0.792,2194,Public
2917,Yes,Female,-0.298,4.289,-0.792,2194,Public
2917,Yes,Male,-1.078,5.852,-0.792,2194,Public
2917,Yes,Male,-1.498,4.098,-0.792,2194,Public
2917,Yes,Female,-1.568,1.624,-0.792,2194,Public
2917,No,Male,0.982,3.489,-0.792,2194,Public
2917,No,Male,0.072,11.744,-0.792,2194,Public
2917,Yes,Female,-0.238,0.609,-0.792,2194,Public
2917,Yes,Male,-1.578,18.137,-0.792,2194,Public
2917,Yes,Male,-1.928,-1.732,-0.792,2194,Public
2917,Yes,Female,0.962,14.873,-0.792,2194,Public
2917,Yes,Female,-0.768,6.258,-0.792,2194,Public
2917,Yes,Female,-0.838,-0.576,-0.792,2194,Public
2917,Yes,Female,-1.608,4.627,-0.792,2194,Public
2917,Yes,Male,-0.618,0.384,-0.792,2194,Public
2917,Yes,Female,0.702,10.342,-0.792,2194,Public
2917,Yes,Female,-0.888,0.239,-0.792,2194,Public
2917,Yes,Male,-0.578,24.247,-0.792,2194,Public
2917,Yes,Male,-1.178,10.428,-0.792,2194,Public
2917,Yes,Female,-0.898,14.199,-0.792,2194,Public
2917,Yes,Female,-0.518,17.695,-0.792,2194,Public
2917,Yes,Female,-0.388,15.034,-0.792,2194,Public
2917,Yes,Male,-1.338,14.447,-0.792,2194,Public
